date,price_eff,log_price,trend_before_ln,trend_after_ln,source,product,standardized_type
2022-01-03,505.09281692,6.224742208268155,,,CME,Молоко питне,milk
2022-01-04,505.09281692,6.224742208268155,,,CME,Молоко питне,milk
2022-01-05,563.9684159999999,6.33499824993,524.7180166133334,6.261494222155437,CME,Молоко питне,milk
2022-01-06,560.358591,6.328576919869759,533.62816021,6.278264896584017,CME,Молоко питне,milk
2022-01-07,557.063979,6.322680096885729,538.315323968,6.2871479366443594,CME,Молоко питне,milk
2022-01-10,557.378379,6.323244325275082,541.4924998066666,6.293164001416147,CME,Молоко питне,milk
2022-01-11,560.170926,6.328241962157521,544.1608464057143,6.298175138664915,CME,Молоко питне,milk
2022-01-12,560.6395339999999,6.329078157114704,552.0960917028572,6.313080274214421,CME,Молоко питне,milk
2022-01-13,563.012336,6.333301539089697,560.3703087142857,6.3285887500460705,CME,Молоко питне,milk
2022-01-14,562.5104160000001,6.332409651240465,560.162023,6.328218950233279,CME,Молоко питне,milk
2022-01-18,568.90806,6.343718839348278,561.3833757142858,6.330382081587353,CME,Молоко питне,milk
